ds,y
2020-01-01,50.993428306022466
2020-01-02,52.26109940662007
2020-01-03,54.60437692897431
2020-01-04,54.92390760240127
2020-01-05,48.99806630122386
2020-01-06,47.56659033693064
2020-01-07,51.96394815808503
2020-01-08,52.87694990729935
2020-01-09,52.939333396666825
2020-01-10,55.732992030360215
2020-01-11,52.28774727354253
2020-01-12,49.869156373939255
2020-01-13,49.850185805272794
2020-01-14,46.30716019332197
2020-01-15,49.216891995033436
2020-01-16,54.07445234008401
2020-01-17,53.938703071217674
2020-01-18,55.15497021134931
2020-01-19,50.291512878167794
2020-01-20,47.843305477707595
2020-01-21,54.36103208638015
2020-01-22,53.50520862079065
2020-01-23,56.61779628568666
2020-01-24,54.39192142655463
2020-01-25,54.70776566036204
2020-01-26,53.59212998819023
2020-01-27,49.62098503411424
2020-01-28,53.42819500669136
2020-01-29,53.9942253291909
2020-01-30,57.12944534897541
2020-01-31,57.259126013686455
2020-02-01,60.71291702489159
2020-02-02,54.54551040682697
2020-02-03,50.999846120925724
2020-02-04,55.50394850847849
2020-02-05,53.925330262969126
2020-02-06,59.2912243719516
2020-02-07,55.692710358393555
2020-02-08,55.490047820707076
2020-02-09,56.09253873879425
2020-02-10,55.70647243234712
2020-02-11,55.30353772532566
2020-02-12,57.2250496176463
2020-02-13,59.347723244554956
2020-02-14,57.7182674280473
2020-02-15,57.75654607107973
2020-02-16,55.813637463545504
2020-02-17,57.36590109885148
2020-02-18,56.655912361372685
2020-02-19,54.923640566240074
2020-02-20,61.5767204709793
2020-02-21,60.86876744455222
2020-02-22,73.7907657274485
2020-02-23,58.89115792789684
2020-02-24,58.23082619019319
2020-02-25,58.732456380901915
2020-02-26,57.65633048657885
2020-02-27,61.17877595935973
2020-02-28,63.15349465569738
2020-02-29,62.93091238687268
2020-03-01,57.527639889714806
2020-03-02,56.59846185742286
2020-03-03,55.440752656026284
2020-03-04,57.70826185127229
2020-03-05,64.17035955678797
2020-03-06,65.93357249020954
2020-03-07,61.54776910221837
2020-03-08,61.18669446028472
2020-03-09,58.36820119071614
2020-03-10,57.01968287917763
2020-03-11,61.46116349924607
2020-03-12,66.24012815975499
2020-03-13,63.74909553259699
2020-03-14,65.40150369193225
2020-03-15,54.50120684038689
2020-03-16,59.83031911092799
2020-03-17,59.0059990656208
2020-03-18,60.64262451758335
2020-03-19,63.830020552199294
2020-03-20,60.30812932240025
2020-03-21,62.27537214439376
2020-03-22,60.87731209319176
2020-03-23,61.544498776877425
2020-03-24,58.177290066922154
2020-03-25,59.98523488839294
2020-03-26,62.98415942917455
2020-03-27,66.4347779334214
2020-03-28,63.67240316775363
2020-03-29,59.38318258666893
2020-03-30,59.874251242078074
2020-03-31,59.64634567109089
2020-04-01,63.757197378427655
2020-04-02,62.780554846196765
2020-04-03,64.12492225022352
2020-04-04,62.38623206693871
2020-04-05,84.65049049503699
2020-04-06,59.554045835125386
2020-04-07,60.067669207962645
2020-04-08,61.90279540595906
2020-04-09,63.76746082058835
2020-04-10,61.980818154768045
2020-04-11,62.339842071460254
2020-04-12,59.88218526939362
2020-04-13,57.3267986414662
2020-04-14,59.172039635587595
2020-04-15,62.6292836799197
2020-04-16,67.91724408006579
2020-04-17,65.04864484785065
2020-04-18,63.56393016867117
2020-04-19,60.26626691741948
2020-04-20,54.921289632978166
2020-04-21,59.24908923560169
2020-04-22,61.72927388283635
2020-04-23,68.83921798275443
2020-04-24,64.06296902891415
2020-04-25,63.38058216261382
2020-04-26,60.05497154417901
2020-04-27,56.111418211462315
2020-04-28,61.25854408897503
2020-04-29,62.764439291668445
2020-04-30,65.1276803812255
2020-05-01,62.24307201404922
2020-05-02,65.178661119724
2020-05-03,56.89786835456106
2020-05-04,59.181421024585696
2020-05-05,62.89467159840222
2020-05-06,58.80246933697771
2020-05-07,61.918279502657704
2020-05-08,63.7488859299302
2020-05-09,60.83652854694647
2020-05-10,56.053520471302214
2020-05-11,57.58118262673699
2020-05-12,55.80878425304912
2020-05-13,61.13385313659045
2020-05-14,60.59886608742244
2020-05-15,66.02022808744543
2020-05-16,59.63191376943979
2020-05-17,57.85006185130775
2020-05-18,58.395062967063645
2020-05-19,54.78051101449814
2020-05-20,59.93555851134358
2020-05-21,64.33134352805978
2020-05-22,58.97036439978865
2020-05-23,60.81854708037562
2020-05-24,58.25096037077746
2020-05-25,57.555102639258386
2020-05-26,53.97845665376444
2020-05-27,56.0368094528747
2020-05-28,61.94527020273964
2020-05-29,61.95115746841836
2020-05-30,60.10993739966381
2020-05-31,57.571869111799806
2020-06-01,53.767584954755314
2020-06-02,56.041740018004795
2020-06-03,58.37774002333603
2020-06-04,58.575858546435946
2020-06-05,64.18152060233993
